temp,wind_speed,precip_prob,visibility,humidity,is_day,wind_gust,gust_delta,apparent_temp,ride_score
65.6,36.8,0.0,5.46,39.0,1.0,68.7,31.9,65.6,6.447425227322869
84.1,20.7,21.8,8.42,43.8,1.0,33.6,12.9,84.1,51.6
42.7,9.1,42.3,6.75,71.9,1.0,13.3,4.2,37.3,35.9
60.3,7.2,31.9,9.86,71.0,1.0,13.2,6.0,60.3,75.5
69.0,28.4,4.8,8.7,54.6,1.0,41.8,13.4,69.0,59.1
95.7,11.7,14.6,5.64,68.9,1.0,16.0,4.2,124.0,39.7
53.8,16.6,24.5,8.54,28.0,1.0,25.3,8.7,53.8,56.7
80.1,6.5,12.4,8.47,74.8,1.0,9.3,2.8,83.8,90.6
56.8,6.6,14.3,8.91,53.4,0.0,8.4,1.8,56.8,68.4
11.1,9.3,33.0,5.62,70.1,0.0,19.6,10.3,-1.7,1.3010263705257366
37.8,24.8,11.4,4.51,55.5,1.0,30.8,6.0,26.5,12.9
75.9,7.2,2.4,10.0,34.5,1.0,10.0,2.8,75.9,100.0
66.7,13.2,6.9,8.42,33.1,0.0,22.6,9.4,66.7,76.1
84.4,14.8,28.8,9.07,39.6,0.0,21.5,6.7,83.7,61.6
63.7,11.8,67.9,4.33,100.0,0.0,21.7,9.9,63.7,44.9
67.6,10.3,62.4,5.7,94.9,0.0,20.4,10.1,67.6,48.0
56.5,21.6,18.7,7.83,39.4,1.0,27.6,6.0,56.5,57.0
86.8,4.0,14.5,8.26,43.9,1.0,7.2,3.3,87.4,77.2
102.4,3.7,6.8,9.6,26.5,1.0,11.5,7.8,104.3,62.3
53.3,8.9,22.0,10.0,67.7,1.0,13.0,4.0,53.3,66.5
51.5,7.0,29.0,7.91,20.5,1.0,9.6,2.6,51.5,66.6
43.4,18.9,16.9,7.31,64.0,0.0,26.0,7.1,35.1,23.9
70.7,4.9,7.2,7.9,41.9,0.0,7.4,2.5,70.7,79.7
67.2,9.3,0.0,9.9,46.1,1.0,12.7,3.4,67.2,98.3
59.8,12.4,12.4,9.73,36.8,1.0,19.7,7.3,59.8,88.2
57.4,3.5,60.7,6.83,85.8,1.0,5.7,2.1,57.4,61.0
103.1,8.1,9.7,7.12,8.0,1.0,11.3,3.2,96.3,61.1
53.2,5.6,38.2,8.41,27.8,1.0,8.5,2.8,53.2,65.1
92.6,25.2,27.4,8.04,43.6,1.0,36.6,11.3,96.5,14.0
51.1,10.8,36.2,8.22,74.7,1.0,14.6,3.8,51.1,63.7
78.1,15.0,8.5,9.77,32.3,1.0,20.5,5.5,78.1,80.8
71.0,10.3,5.8,8.24,41.0,0.0,17.0,6.7,71.0,75.6
53.2,7.1,10.7,10.0,62.5,0.0,13.0,5.9,53.2,61.7
29.6,20.5,0.0,10.0,87.1,1.0,31.2,10.7,16.6,14.0
72.0,7.5,8.0,9.5,32.1,0.0,12.8,5.3,72.0,80.7
54.2,40.0,93.9,0.38,100.0,1.0,54.0,14.0,54.2,0.0
58.9,10.5,26.3,8.75,54.3,1.0,13.5,3.0,58.9,76.5
67.4,0.0,0.2,10.0,57.2,1.0,1.6,1.6,67.4,97.7
112.2,5.8,11.5,7.38,16.6,1.0,8.6,2.7,112.3,47.8
26.0,12.3,0.7,4.72,64.2,1.0,17.8,5.5,15.1,32.1
63.6,13.0,13.8,9.37,37.6,0.0,26.5,13.6,63.6,69.1
55.4,19.6,70.7,2.6,91.5,1.0,33.2,13.6,55.4,18.6
58.7,18.2,13.9,8.25,53.5,1.0,29.0,10.8,58.7,73.9
61.4,0.0,30.9,2.94,93.7,0.0,0.3,0.3,61.4,40.3
67.8,6.7,12.0,10.0,42.6,0.0,12.3,5.7,67.8,77.5
50.4,9.4,30.9,8.34,87.6,1.0,18.7,9.2,50.4,59.8
57.4,26.3,0.0,8.94,58.0,0.0,39.8,13.4,57.4,41.4
62.4,13.0,0.4,10.0,58.9,1.0,20.9,7.9,62.4,100.0
71.5,7.9,6.1,10.0,33.9,0.0,10.0,2.1,71.5,76.7
78.0,16.8,22.3,10.0,31.3,1.0,23.7,6.8,78.0,80.6
56.3,22.0,86.1,0.71,99.3,0.0,31.3,9.4,56.3,0.0
86.4,13.6,5.8,9.88,46.5,1.0,22.0,8.4,87.4,78.8
66.4,4.9,95.8,2.97,73.5,1.0,16.6,11.7,66.4,52.9
-10.2,29.8,22.9,9.13,32.7,1.0,40.2,10.4,-39.6,6.079977266647748
37.5,15.8,0.0,6.18,39.1,1.0,23.7,7.9,28.3,25.1
64.5,22.2,99.0,0.87,100.0,1.0,29.6,7.4,64.5,8.3
100.6,8.9,13.8,6.39,82.3,1.0,18.1,9.2,165.1,6.737323013203048
55.0,6.8,26.4,1.35,95.1,1.0,13.2,6.4,55.0,43.3
108.2,9.3,8.8,9.44,36.5,0.0,17.2,7.9,125.7,4.224467375136997
63.8,2.2,9.6,8.88,56.1,0.0,6.1,3.9,63.8,76.5
61.6,5.2,36.7,7.83,65.8,1.0,6.8,1.6,61.6,75.4
72.9,1.9,4.9,10.0,42.2,1.0,3.7,1.8,72.9,98.8
74.0,0.0,5.9,6.79,57.9,0.0,0.5,0.5,74.0,75.2
81.4,3.1,11.4,10.0,52.7,1.0,4.4,1.2,82.5,90.1
71.4,5.9,2.8,8.86,64.3,0.0,11.2,5.3,71.4,77.3
98.8,4.5,42.4,6.85,94.3,1.0,7.1,2.5,175.6,4.847975738168204
76.3,9.9,7.2,10.0,51.4,1.0,12.3,2.3,76.3,100.0
96.6,10.1,23.2,8.0,82.0,1.0,21.3,11.2,143.7,3.7303953035185504
59.7,16.3,22.5,10.0,39.2,0.0,24.3,8.0,59.7,51.2
79.0,4.0,18.5,7.99,28.6,1.0,5.9,1.9,79.0,78.0
64.0,11.7,8.5,8.91,52.5,0.0,18.0,6.3,64.0,77.8
55.2,16.2,58.0,4.4,98.2,0.0,26.7,10.5,55.2,29.3
68.9,6.0,2.2,10.0,51.3,1.0,10.7,4.7,68.9,100.0
98.2,1.4,14.7,9.14,65.5,1.0,4.2,2.8,129.5,2.0093541403872104
81.7,11.3,0.2,10.0,40.9,1.0,13.9,2.6,81.3,89.0
62.7,12.7,50.3,7.62,94.6,1.0,16.3,3.6,62.7,72.3
72.6,11.7,8.6,8.79,38.4,1.0,15.6,3.8,72.6,99.4
92.5,0.0,13.9,10.0,47.4,1.0,1.5,1.5,98.1,59.0
65.7,2.5,12.1,8.24,69.9,0.0,3.3,0.8,65.7,78.0
49.2,15.0,19.2,9.18,37.0,1.0,18.5,3.5,43.7,36.6
63.4,11.1,27.8,6.56,22.5,1.0,15.3,4.2,63.4,84.6
46.1,12.5,23.3,10.0,46.9,0.0,18.5,6.0,40.4,36.8
49.2,13.9,4.2,9.53,33.9,1.0,18.5,4.5,43.9,57.8
78.4,5.6,1.5,9.92,34.4,0.0,7.8,2.2,78.4,71.1
69.2,8.3,0.0,8.51,58.2,0.0,10.1,1.8,69.2,78.5
88.2,10.1,40.4,7.82,89.6,0.0,14.5,4.4,113.6,14.9
64.8,8.7,88.4,4.09,88.7,1.0,11.5,2.8,64.8,61.3
56.6,12.7,55.7,4.45,84.4,0.0,23.9,11.1,56.6,43.0
102.5,12.2,2.7,7.86,24.3,1.0,16.7,4.5,103.1,57.9
42.1,12.7,5.4,9.57,41.1,0.0,20.2,7.5,35.2,41.2
51.5,7.3,28.7,0.47,98.0,0.0,11.6,4.3,51.5,13.4
90.6,8.7,18.6,9.91,74.9,1.0,14.2,5.6,111.3,36.2
81.2,11.5,13.6,10.0,27.1,1.0,16.6,5.1,79.7,91.4
65.2,5.1,1.4,9.82,31.4,1.0,6.5,1.4,65.2,100.0
82.4,10.8,13.0,10.0,45.4,1.0,13.9,3.1,82.5,90.9
71.5,7.7,2.6,8.35,51.2,0.0,11.1,3.3,71.5,77.9
74.2,5.2,7.2,9.05,45.6,0.0,10.4,5.2,74.2,77.3
78.9,9.5,7.9,10.0,39.5,1.0,12.7,3.3,78.9,88.7
54.9,10.9,19.4,8.84,76.9,1.0,15.5,4.6,54.9,66.8
56.8,20.0,83.2,1.09,90.0,1.0,30.6,10.6,56.8,4.2
67.0,5.4,0.1,9.66,46.0,0.0,8.0,2.6,67.0,76.3
74.5,19.0,9.6,8.55,52.4,1.0,26.9,7.9,74.5,86.9
93.9,13.5,17.4,10.0,54.6,1.0,23.3,9.8,105.8,37.7
47.5,14.1,44.1,8.38,77.8,0.0,24.4,10.2,41.6,27.1
60.9,13.3,22.1,7.33,45.6,1.0,24.8,11.5,60.9,76.3
68.6,9.6,17.0,10.0,61.3,0.0,16.2,6.6,68.6,73.7
57.5,13.7,31.2,8.37,37.2,0.0,18.8,5.1,57.5,56.4
67.2,12.3,4.2,10.0,39.9,1.0,17.0,4.6,67.2,99.1
63.1,5.0,12.9,10.0,61.2,1.0,7.2,2.1,63.1,100.0
72.5,6.1,7.0,9.67,38.1,1.0,12.2,6.2,72.5,97.7
65.6,4.1,0.0,10.0,51.6,1.0,5.8,1.6,65.6,100.0
60.5,15.2,14.0,8.46,66.1,0.0,23.3,8.1,60.5,56.7
75.9,5.1,2.4,9.95,37.2,1.0,7.8,2.7,75.9,97.5
75.2,6.5,2.8,9.73,56.3,1.0,14.8,8.3,75.2,100.0
43.4,10.5,0.0,10.0,51.0,1.0,14.0,3.5,37.6,54.7
66.0,5.1,5.5,9.12,42.5,0.0,7.4,2.3,66.0,76.1
52.6,9.2,22.0,10.0,50.0,1.0,13.3,4.2,52.6,71.7
55.1,9.6,100.0,1.15,82.4,1.0,12.2,2.6,55.1,30.8
89.7,5.1,15.0,4.79,78.6,0.0,13.3,8.3,111.1,19.8
62.8,9.6,8.8,8.77,68.3,1.0,19.6,10.0,62.8,100.0
60.9,23.6,60.2,0.91,100.0,0.0,33.4,9.8,60.9,4.5
8.1,10.9,19.0,10.0,57.3,0.0,15.9,5.1,-6.5,3.3206250320623925
85.8,8.9,15.7,7.98,76.2,1.0,11.3,2.4,97.3,52.8
58.1,6.4,30.5,1.77,63.9,0.0,10.4,4.1,58.1,38.1
45.9,9.7,17.9,10.0,35.1,1.0,19.5,9.9,41.1,48.9
48.6,8.8,16.1,8.67,50.6,1.0,15.9,7.1,44.8,48.0
123.8,8.8,3.3,6.53,35.8,1.0,12.8,4.0,173.6,6.2146509555863085
60.7,2.8,21.6,2.13,99.7,0.0,5.0,2.2,60.7,44.4
98.8,11.2,60.0,7.71,79.5,1.0,18.6,7.4,151.2,4.511143368443219
76.7,19.0,14.1,9.7,57.5,0.0,23.4,4.3,76.7,68.9
54.6,6.8,43.7,1.79,94.2,1.0,8.5,1.7,54.6,20.2
85.5,9.9,8.2,10.0,54.6,1.0,23.0,13.1,88.4,74.7
16.1,19.7,26.5,5.58,35.0,0.0,26.3,6.5,-0.7,7.045988616593515
94.6,7.1,36.1,10.0,83.7,1.0,10.9,3.8,136.2,7.981995112081605
57.9,8.4,37.1,6.82,80.3,0.0,11.5,3.1,57.9,55.7
70.8,9.6,8.1,9.99,34.0,1.0,16.2,6.6,70.8,100.0
56.4,9.6,28.4,9.05,62.9,1.0,14.0,4.4,56.4,76.4
71.6,10.5,21.3,6.2,62.5,0.0,17.7,7.2,71.6,71.8
70.0,6.3,9.8,10.0,86.2,0.0,10.5,4.2,70.0,77.1
78.3,7.7,8.6,10.0,38.0,1.0,15.2,7.5,78.3,90.5
114.2,4.5,0.0,8.16,16.9,1.0,7.8,3.2,115.6,47.7
68.5,3.5,5.7,9.12,42.6,1.0,9.0,5.5,68.5,97.2
65.7,1.0,5.7,6.69,28.6,0.0,5.6,4.6,65.7,78.4
91.9,7.4,23.7,9.54,97.2,0.0,10.9,3.5,138.7,1.301286520843881
81.0,12.1,0.9,10.0,28.7,1.0,18.4,6.3,79.7,87.1
53.6,6.5,9.8,10.0,46.6,1.0,13.3,6.8,53.6,75.9
35.1,7.4,14.7,10.0,33.3,1.0,11.3,4.0,29.0,39.3
58.1,15.8,23.9,9.18,56.8,1.0,20.6,4.8,58.1,68.2
71.6,5.3,5.0,10.0,49.2,0.0,7.7,2.4,71.6,76.0
56.3,4.1,3.1,1.3,87.4,1.0,6.7,2.5,56.3,57.7
85.7,6.2,12.8,6.87,26.8,1.0,12.0,5.8,83.1,92.2
50.7,17.1,40.1,9.4,61.1,1.0,34.0,17.0,50.7,33.9
78.6,12.3,9.6,10.0,47.4,0.0,17.8,5.5,78.6,67.7
59.8,1.1,82.4,4.33,88.6,1.0,1.9,0.8,59.8,49.7
63.0,2.3,37.1,1.24,93.0,1.0,11.1,8.8,63.0,51.0
85.2,12.1,21.4,7.17,55.0,1.0,16.4,4.2,88.2,71.6
51.0,10.2,4.6,9.84,42.2,0.0,15.0,4.8,51.0,59.2
98.3,4.3,23.6,8.66,73.3,0.0,5.8,1.5,140.0,6.201952414679594
43.2,10.7,4.0,9.82,42.2,1.0,16.7,6.0,37.4,57.2
76.5,8.2,0.0,10.0,28.7,1.0,11.1,2.9,76.5,100.0
84.0,12.8,8.6,9.33,67.8,1.0,20.9,8.1,89.7,79.6
79.4,9.5,33.2,5.84,82.2,1.0,14.7,5.2,79.4,64.8
96.1,5.9,14.4,10.0,77.0,1.0,9.6,3.7,135.1,4.452627428017227
55.0,11.1,76.0,1.72,100.0,0.0,17.4,6.4,55.0,25.7
77.3,3.5,13.1,8.17,56.0,1.0,4.6,1.1,77.3,100.0
78.5,8.1,9.7,7.6,55.8,0.0,12.6,4.5,78.5,71.6
48.9,21.4,22.6,7.58,42.0,0.0,26.1,4.8,41.9,21.0
68.7,6.6,4.2,9.62,45.1,1.0,10.4,3.8,68.7,100.0
70.5,7.3,0.0,9.07,38.3,1.0,15.0,7.6,70.5,100.0
41.7,0.0,18.1,6.97,48.7,1.0,0.5,0.5,41.7,53.4
93.1,8.1,26.5,10.0,83.8,0.0,10.2,2.1,129.6,1.8685388885488878
46.0,1.1,50.0,1.37,99.5,0.0,9.9,8.8,46.0,4.7
55.7,20.7,70.2,2.82,98.6,0.0,33.8,13.2,55.7,8.4
57.0,6.1,30.5,2.37,96.2,0.0,7.5,1.4,57.0,39.4
90.8,13.5,55.0,8.2,90.4,1.0,24.4,10.9,125.9,6.411566209783629
61.3,18.5,80.2,0.35,96.1,1.0,23.1,4.6,61.3,0.0
65.2,7.6,6.2,9.28,45.7,1.0,11.0,3.4,65.2,100.0
49.4,1.9,24.0,0.1,94.1,1.0,2.7,0.9,49.4,5.376840536110118
62.1,15.0,36.6,10.0,55.2,1.0,20.9,5.8,62.1,72.8
53.2,11.3,13.8,9.89,85.5,1.0,15.4,4.1,53.2,75.7
50.8,0.9,33.3,0.95,93.7,0.0,1.8,0.9,50.8,19.2
72.4,10.3,0.0,10.0,45.6,1.0,17.3,7.0,72.4,99.2
84.9,8.2,0.9,10.0,68.1,1.0,12.4,4.2,91.9,79.3
103.8,4.0,23.4,9.02,73.9,1.0,11.2,7.1,167.5,5.083314854895279
71.0,24.1,21.7,8.77,30.2,1.0,31.6,7.5,71.0,68.2
62.8,8.3,6.1,9.69,61.1,1.0,12.8,4.5,62.8,100.0
54.1,15.1,19.6,6.47,59.2,0.0,27.0,11.8,54.1,41.6
74.1,10.2,0.0,10.0,43.3,1.0,13.4,3.2,74.1,98.6
15.1,12.2,12.0,7.19,58.3,1.0,21.8,9.6,1.5,42.2
75.0,5.3,3.7,9.07,40.1,0.0,8.5,3.2,75.0,75.3
61.2,7.9,0.0,10.0,34.2,1.0,11.2,3.3,61.2,90.3
70.8,4.7,0.6,9.32,54.1,1.0,8.2,3.5,70.8,100.0
54.8,24.6,13.9,9.83,24.1,1.0,35.9,11.3,54.8,53.4
42.8,16.9,5.1,9.07,50.0,0.0,24.5,7.6,34.9,35.7
82.4,11.8,0.0,10.0,40.2,1.0,21.9,10.0,81.8,91.3
59.7,13.0,22.4,7.67,56.2,1.0,19.5,6.5,59.7,81.4
60.3,19.1,84.7,0.1,100.0,1.0,26.8,7.7,60.3,4.762845780082495
54.7,19.3,73.3,2.0,84.0,1.0,31.2,11.9,54.7,22.5
35.7,5.8,21.4,7.91,62.4,0.0,7.7,2.0,30.8,26.0
73.0,9.2,16.7,10.0,43.6,1.0,15.1,5.9,73.0,91.5
66.6,1.5,11.1,8.5,61.2,1.0,3.7,2.2,66.6,99.5
72.5,12.8,75.3,0.1,91.9,0.0,15.7,3.0,72.5,7.856619029085047
74.2,13.0,9.8,9.5,39.9,1.0,19.7,6.6,74.2,100.0
64.1,23.4,23.6,7.16,32.6,0.0,35.8,12.5,64.1,50.0
57.6,13.7,13.5,7.93,49.8,1.0,20.7,7.1,57.6,90.2
53.3,9.6,43.9,4.63,70.7,1.0,14.4,4.9,53.3,51.0
79.9,6.2,3.2,10.0,49.0,0.0,11.0,4.9,79.9,68.8
49.7,7.8,19.5,10.0,42.8,1.0,10.0,2.2,46.5,53.8
69.7,10.5,12.7,10.0,42.1,1.0,14.8,4.2,69.7,100.0
72.7,2.1,4.7,9.47,53.1,0.0,4.1,2.0,72.7,79.0
48.8,24.0,12.4,8.51,50.2,1.0,30.0,6.1,41.3,36.1
30.2,9.5,37.7,6.61,52.3,1.0,15.7,6.1,21.8,23.4
90.2,8.8,26.6,5.93,79.4,1.0,13.1,4.3,113.4,21.1
84.0,7.6,30.0,8.59,70.1,1.0,9.9,2.3,90.5,64.7
56.1,1.8,3.5,0.64,90.1,0.0,6.2,4.4,56.1,36.7
106.1,6.9,0.0,9.86,16.6,1.0,10.1,3.1,103.8,61.9
60.5,13.8,16.3,8.55,51.5,1.0,21.1,7.3,60.5,81.0
48.0,3.4,26.9,6.86,35.7,1.0,6.1,2.7,47.1,45.9
74.1,8.1,11.5,9.21,52.4,1.0,18.6,10.5,74.1,100.0
63.6,5.5,6.2,9.91,42.5,1.0,7.2,1.7,63.6,97.4
39.4,12.3,16.1,10.0,37.3,0.0,18.3,6.1,32.0,38.5
29.5,12.2,28.5,3.9,68.3,1.0,17.5,5.3,19.5,12.2
64.5,29.8,12.3,8.77,39.7,1.0,46.3,16.5,64.5,63.7
78.6,12.9,10.6,9.24,30.5,1.0,16.7,3.8,78.6,91.1
68.5,42.4,84.1,0.1,100.0,1.0,53.8,11.4,68.5,5.837597019573767
77.8,8.2,18.6,7.52,53.1,0.0,13.4,5.2,77.8,68.8
75.4,11.3,9.5,10.0,69.8,1.0,16.8,5.5,75.4,100.0
67.4,22.0,14.6,5.29,51.8,1.0,33.6,11.7,67.4,71.6
92.1,1.9,27.9,5.59,77.3,1.0,3.2,1.3,118.9,24.8
59.2,13.7,31.5,6.85,66.4,1.0,19.5,5.8,59.2,72.4
98.4,6.3,46.7,6.43,70.0,1.0,8.7,2.5,135.8,7.6503350521068905
67.2,5.0,29.1,1.68,98.4,0.0,6.3,1.3,67.2,41.4
57.2,9.7,12.4,10.0,71.6,1.0,18.5,8.7,57.2,86.7
69.1,8.5,1.8,9.86,42.6,1.0,10.8,2.3,69.1,100.0
85.0,11.3,9.7,10.0,42.1,1.0,19.3,7.9,84.7,90.7
95.6,4.0,0.0,6.82,73.4,1.0,5.7,1.7,128.5,2.760134719396529
91.1,1.0,10.1,8.09,72.4,1.0,5.2,4.2,111.2,47.1
86.8,1.3,42.1,9.3,86.8,1.0,2.7,1.4,106.5,17.8
107.6,5.9,28.6,8.01,89.3,1.0,8.2,2.2,226.3,7.275436029487012
78.2,31.3,24.4,9.33,41.2,1.0,46.2,14.9,78.2,41.9
62.4,5.4,10.5,2.21,90.9,1.0,16.3,10.9,62.4,78.4
65.2,10.6,11.2,8.77,75.4,1.0,20.3,9.7,65.2,100.0
77.7,4.2,3.7,9.53,42.3,1.0,7.0,2.8,77.7,100.0
57.7,16.5,12.5,10.0,48.2,1.0,23.6,7.1,57.7,74.4
78.7,8.3,0.5,9.62,55.5,0.0,11.6,3.3,78.7,68.1
72.5,19.5,3.8,7.96,46.1,1.0,27.1,7.5,72.5,90.7
47.6,10.3,8.6,9.27,51.7,1.0,22.6,12.3,42.9,54.5
67.3,0.2,10.1,8.89,53.8,0.0,0.3,0.1,67.3,76.0
23.7,7.2,45.0,5.84,72.3,1.0,11.5,4.3,15.3,10.2
3.0,13.2,15.5,6.75,56.1,0.0,19.3,6.1,-14.5,6.560474925970029
87.8,9.6,0.5,8.41,51.5,0.0,14.5,4.9,91.3,64.8
94.3,10.0,33.6,7.07,86.3,1.0,19.5,9.5,138.3,4.15689340642406
74.3,1.8,0.7,8.49,40.7,1.0,3.3,1.5,74.3,100.0
76.4,24.6,21.2,8.68,41.1,1.0,39.5,14.8,76.4,62.1
50.9,12.6,52.1,5.96,87.3,0.0,17.2,4.6,50.9,35.0
57.2,25.4,3.0,7.75,57.3,1.0,32.2,6.8,57.2,55.2
50.4,2.1,16.2,1.26,95.2,0.0,3.7,1.6,50.4,30.8
65.4,8.0,23.5,3.57,74.5,0.0,13.9,5.9,65.4,57.0
82.0,11.1,34.9,9.49,41.6,1.0,13.8,2.7,81.7,73.9
60.4,18.5,83.0,1.85,100.0,1.0,31.5,13.0,60.4,2.4
51.5,5.7,53.5,8.47,82.7,1.0,7.7,2.0,51.5,52.0
56.4,6.4,27.6,8.27,81.7,1.0,8.7,2.3,56.4,69.1
86.5,7.8,7.2,9.14,58.0,1.0,14.5,6.7,91.4,82.3
45.6,11.1,62.7,4.29,71.3,0.0,18.5,7.3,40.2,24.6
67.9,9.6,28.7,8.51,59.2,1.0,14.5,4.9,67.9,84.7
73.3,13.4,7.1,9.81,43.1,1.0,16.7,3.2,73.3,97.7
23.9,2.3,35.7,5.11,58.3,1.0,3.0,0.7,23.9,19.8
52.1,9.2,25.6,8.2,44.5,1.0,13.9,4.7,52.1,66.3
76.6,11.8,3.6,9.22,43.5,1.0,14.8,3.0,76.6,99.0
66.7,16.1,45.2,5.82,69.2,1.0,30.9,14.9,66.7,53.3
77.5,5.8,17.3,8.73,32.2,0.0,10.0,4.3,77.5,71.3
73.7,6.8,10.7,9.98,57.5,1.0,9.7,3.0,73.7,100.0
82.1,8.7,16.4,10.0,42.9,1.0,12.6,3.9,81.9,84.0
42.1,15.0,16.9,9.82,57.8,0.0,25.8,10.8,34.5,27.7
67.0,27.4,13.2,9.18,24.0,1.0,34.8,7.4,67.0,69.1
51.6,11.1,20.3,3.61,77.8,0.0,15.6,4.5,51.6,40.5
55.8,7.1,14.0,9.1,52.4,0.0,11.6,4.4,55.8,69.5
64.2,7.0,16.9,9.1,32.6,1.0,14.0,7.0,64.2,88.3
74.8,6.1,9.9,10.0,59.4,1.0,10.6,4.4,74.8,100.0
39.1,14.1,20.0,10.0,45.3,1.0,19.0,5.0,30.9,30.2
74.3,22.9,36.0,6.67,5.0,1.0,38.7,15.8,74.3,58.2
67.5,6.2,5.1,10.0,30.0,1.0,21.0,14.8,67.5,93.8
61.1,18.1,80.9,0.1,94.6,0.0,27.4,9.3,61.1,1.609383736911206
103.1,7.8,31.1,7.73,71.4,1.0,14.8,7.0,159.8,4.51135653404499
66.2,13.6,0.0,9.22,61.7,1.0,20.5,7.0,66.2,98.1
81.8,9.9,11.5,8.91,44.9,1.0,14.8,5.0,81.9,90.5
69.1,5.2,54.9,0.94,92.6,1.0,9.8,4.6,69.1,39.1
88.7,12.1,37.6,8.78,76.9,1.0,17.4,5.4,106.7,33.0
70.6,12.5,8.1,10.0,34.8,0.0,19.7,7.2,70.6,75.4
69.4,12.0,81.0,4.02,87.8,1.0,17.1,5.0,69.4,58.6
46.8,11.8,40.0,6.17,70.8,1.0,18.9,7.1,41.4,38.3
60.6,9.9,4.4,9.49,46.3,0.0,13.2,3.3,60.6,69.9
61.0,12.6,32.5,1.87,73.6,1.0,18.2,5.6,61.0,46.7
42.5,0.0,3.2,7.17,50.4,1.0,1.0,1.0,42.5,58.3
70.2,10.2,6.3,8.63,63.2,0.0,16.2,6.1,70.2,77.3
50.5,10.0,38.4,8.52,75.0,1.0,20.3,10.3,50.5,64.2
56.7,12.8,51.2,6.31,73.3,1.0,18.9,6.1,56.7,68.5
78.4,8.6,11.0,10.0,39.7,0.0,15.7,7.1,78.4,72.4
52.5,6.3,11.4,10.0,31.2,1.0,9.6,3.3,52.5,79.4
72.1,6.9,10.3,9.06,31.4,0.0,15.0,8.1,72.1,75.5
71.4,2.2,23.2,8.91,61.6,1.0,6.8,4.6,71.4,88.2
60.7,9.2,21.3,8.63,51.4,1.0,15.5,6.3,60.7,79.0
71.3,8.1,11.0,10.0,56.6,0.0,18.8,10.8,71.3,78.2
75.5,2.9,2.7,10.0,62.9,1.0,4.3,1.4,75.5,98.5
59.1,1.5,11.7,3.16,96.4,0.0,2.2,0.7,59.1,50.1
73.6,9.7,23.1,8.68,49.2,1.0,14.9,5.2,73.6,92.8
62.2,5.6,21.5,8.31,59.5,0.0,8.2,2.6,62.2,70.7
54.6,9.7,15.0,6.38,39.0,1.0,13.0,3.3,54.6,69.2
59.5,8.4,13.9,7.69,67.4,1.0,10.3,1.9,59.5,86.3
55.5,13.9,67.3,6.1,81.7,1.0,19.0,5.1,55.5,61.3
100.6,5.7,25.9,6.53,71.1,1.0,9.2,3.5,147.2,4.704003707437027
60.4,16.5,17.6,9.11,58.0,1.0,23.9,7.4,60.4,67.6
105.2,3.0,18.1,9.54,82.2,1.0,6.7,3.7,192.3,4.955119754932015
57.1,2.6,4.4,2.38,90.1,0.0,4.1,1.5,57.1,53.3
61.6,16.7,25.2,9.45,53.1,0.0,23.6,6.8,61.6,49.2
95.0,2.3,20.0,7.03,75.6,1.0,4.2,1.9,128.8,6.924499065377628
59.9,9.2,53.2,2.48,82.0,1.0,13.1,3.9,59.9,48.5
53.8,40.6,90.8,0.1,94.6,1.0,51.5,11.0,53.8,5.910440400629492
68.2,3.6,9.8,9.68,56.5,1.0,6.7,3.0,68.2,99.3
57.1,11.9,26.4,8.1,76.3,1.0,20.4,8.6,57.1,75.6
74.7,32.6,8.8,10.0,51.0,1.0,44.1,11.5,74.7,70.5
66.3,17.9,59.4,0.12,92.1,1.0,23.7,5.8,66.3,2.578707664647549
70.7,6.8,9.3,8.95,62.8,0.0,8.7,1.9,70.7,79.2
75.9,6.8,12.6,7.88,71.2,0.0,8.6,1.8,75.9,75.9
62.5,8.8,11.6,8.23,53.9,1.0,15.8,7.0,62.5,99.4
43.3,11.8,26.2,7.91,48.8,0.0,19.6,7.8,37.1,29.2
35.0,8.8,16.1,5.51,31.3,1.0,18.2,9.4,28.1,23.6
71.0,5.0,7.9,10.0,53.4,1.0,7.0,2.0,71.0,100.0
57.1,12.1,26.8,6.23,68.1,1.0,17.3,5.2,57.1,76.7
67.2,14.2,5.7,10.0,28.8,0.0,18.6,4.3,67.2,78.9
111.4,8.4,12.4,7.39,5.0,1.0,12.2,3.7,102.9,60.2
61.8,39.7,88.4,1.14,100.0,1.0,52.3,12.6,61.8,0.0
96.2,6.6,28.7,7.73,87.2,1.0,14.1,7.5,149.0,6.380112362371887
42.2,18.0,4.3,7.53,59.1,1.0,22.3,4.3,33.8,42.4
70.0,39.9,88.7,0.1,100.0,0.0,60.9,21.0,70.0,4.836901708041773
63.2,9.5,58.5,3.75,75.6,1.0,16.9,7.4,63.2,60.1
76.0,8.8,22.2,9.63,28.4,1.0,11.9,3.1,76.0,91.5
55.4,18.0,31.5,6.72,45.8,1.0,23.9,5.9,55.4,62.3
45.9,0.0,64.8,9.26,87.3,0.0,1.9,1.9,45.9,24.1
80.3,8.9,7.8,10.0,34.7,1.0,13.7,4.8,79.7,90.8
66.0,15.3,12.8,10.0,52.7,1.0,25.0,9.7,66.0,86.6
60.7,4.8,0.0,0.1,92.3,0.0,9.7,5.0,60.7,2.628072434702905
85.7,10.0,17.5,8.55,43.6,1.0,14.9,4.9,85.9,70.4
54.6,5.7,24.7,10.0,51.2,1.0,11.5,5.8,54.6,66.5
